gene_id,DRA,DRB,DRC,dr0199A,dr0199B,dr0199C,extracted_gene_id,wt_fpkm_average,mutant_fpkm_average
gene-DR_RS05965|DR_RS05965,31.789406,32.256073,36.120422,38.165741,39.23547,77.986145,DR_RS05965,33.388633666666664,51.79578533333333
gene-DR_RS00925|DR_RS00925,53.901836,35.881126,33.021957,64.562042,51.330723,66.682632,DR_RS00925,40.934973,60.85846566666667
gene-DR_RS00985|DR_RS00985,5.482778,8.329518,7.306209,43.195808,48.288219,138.068695,DR_RS00985,7.039501666666666,76.517574
gene-DR_RS00675|dnaK,2988.668213,4317.532715,4540.634766,5878.068848,5279.047363,3767.390381,DR_RS00675,3948.9452313333336,4974.835530666667
gene-DR_RS03430|frnE,3.915035,7.196029,7.066015,73.016342,81.93811,183.982758,DR_RS03430,6.059026333333333,112.97907
gene-DR_RS01190|DR_RS01190,20.535812,18.842993,23.225119,60.015972,53.371464,68.038338,DR_RS01190,20.867974666666665,60.475258
gene-DR_RS01500|nth,40.561768,28.487432,30.025349,61.205563,54.338299,88.047615,DR_RS01500,33.02484966666666,67.86382566666667
gene-DR_RS07225|DR_RS07225,14.42298,13.354981,12.478384,21.993576,14.058456,23.151928,DR_RS07225,13.418781666666668,19.73465333333333
gene-DR_RS14375|DR_RS14375,22.697266,20.666674,23.725746,38.904179,38.522144,79.910629,DR_RS14375,22.363228666666668,52.445650666666666
gene-DR_RS10295|rimM,55.722958,60.105938,65.377876,75.164322,111.553062,135.232788,DR_RS10295,60.40225733333333,107.31672399999998
gene-DR_RS10910|rpsD,1362.643799,656.638794,723.302612,1648.346436,1006.381042,1061.173096,DR_RS10910,914.1950683333333,1238.6335246666665
gene-DR_RS00780|DR_RS00780,174.917694,119.986389,127.989784,300.478241,214.874557,182.562546,DR_RS00780,140.96462233333332,232.638448
gene-DR_RS08175|DR_RS08175,159.401596,117.774284,125.162941,178.465729,97.803146,92.83284,DR_RS08175,134.11294033333334,123.033905
gene-DR_RS03770|DR_RS03770,34.347824,20.181559,18.593216,53.59602,42.163239,69.466499,DR_RS03770,24.37419966666667,55.075252666666664
gene-DR_RS09580|DR_RS09580,110.895546,73.161888,76.143356,138.787827,122.688461,169.15184,DR_RS09580,86.73359666666666,143.54270933333333
gene-DR_RS05875|DR_RS05875,405.152161,342.29718,377.363831,602.667053,406.430145,381.749969,DR_RS05875,374.93772400000006,463.6157223333333
gene-DR_RS15335|pprA,128.941116,85.357979,92.956718,456.663086,317.762085,566.455383,DR_RS15335,102.41860433333333,446.9601846666667
gene-DR_RS15630|DR_RS15630,4.817626,7.758846,10.447391,13.64509,15.334957,30.713541,DR_RS15630,7.674620999999999,19.897862666666665
gene-DR_RS10515|DR_RS10515,36.579185,55.315189,54.689575,187.396881,85.501114,115.852158,DR_RS10515,48.86131633333333,129.58338433333336
gene-DR_RS05750|DR_RS05750,124.541916,158.024994,178.584503,693.197998,444.734772,708.511353,DR_RS05750,153.71713766666667,615.4813743333333
gene-DR_RS08655|DR_RS08655,30.207695,21.836456,24.237169,30.100306,39.733486,48.942863,DR_RS08655,25.427106666666663,39.592218333333335
gene-DR_RS10780|DR_RS10780,554.801331,402.53656,444.534271,466.240845,352.395935,411.483887,DR_RS10780,467.2907206666667,410.04022233333336
gene-DR_RS06955|lnt,11.791807,6.110065,7.334288,64.991096,51.627079,161.000351,DR_RS06955,8.412053333333334,92.53950866666666
gene-DR_RS07955|DR_RS07955,10.046441,13.769212,13.293159,17.442181,19.039684,47.762989,DR_RS07955,12.369604,28.081618000000002
gene-DR_RS14625|DR_RS14625,247.246185,176.733704,208.700226,146.929932,128.309799,90.466484,DR_RS14625,210.89337166666664,121.90207166666666
gene-DR_RS10830|rplF,1193.693237,634.793762,671.97052,1461.546997,1585.967529,2218.852783,DR_RS10830,833.4858396666667,1755.4557696666664
gene-DR_RS04245|DR_RS04245,49.891392,39.285744,43.802967,65.383507,73.177223,93.109398,DR_RS04245,44.32670100000001,77.22337599999999
gene-DR_RS14515|DR_RS14515,436.947906,363.634003,369.10022,340.668518,314.392792,225.098648,DR_RS14515,389.894043,293.3866526666667
gene-DR_RS08780|DR_RS08780,12.552032,10.875246,9.740263,22.881435,24.096558,34.561081,DR_RS08780,11.055847,27.179691333333334
gene-DR_RS06525|proS,166.402206,129.29985,138.319138,171.495346,162.565353,159.697311,DR_RS06525,144.67373133333334,164.58600333333334
gene-DR_RS08595|DR_RS08595,20.733141,14.299191,14.541248,27.942572,22.862768,25.76692,DR_RS08595,16.524526666666663,25.524086666666665
gene-DR_RS02505|DR_RS02505,222.430328,218.903275,213.501007,339.778168,250.880829,264.042297,DR_RS02505,218.27820333333332,284.9004313333333
gene-DR_RS03730|DR_RS03730,57.990837,59.383945,57.247887,151.877457,139.299438,154.407684,DR_RS03730,58.207556333333336,148.528193
gene-DR_RS11785|DR_RS11785,3.392224,2.447371,2.455251,22.494431,18.03912,56.517368,DR_RS11785,2.7649486666666667,32.35030633333333
gene-DR_RS04580|mnhG,32.78117,24.57328,20.92433,54.857014,44.208218,68.550674,DR_RS04580,26.092926666666667,55.87196866666667
gene-DR_RS02025|DR_RS02025,364.453552,243.464142,263.289612,158.06189,173.308838,242.195251,DR_RS02025,290.40243533333336,191.18865966666667
gene-DR_RS13045|aguB,61.383167,65.141663,71.512581,109.42411,119.874489,139.580109,DR_RS13045,66.01247033333333,122.95956933333332
gene-DR_RS02135|DR_RS02135,33.532196,16.194077,17.234592,71.026802,55.892326,131.498001,DR_RS02135,22.320288333333334,86.139043
gene-DR_RS14285|DR_RS14285,76.479752,39.018623,36.235638,86.778496,49.853287,56.770355,DR_RS14285,50.57800433333333,64.46737933333334
gene-DR_RS05590|scpA,261.574554,159.186081,174.244125,328.684845,200.77356,160.923782,DR_RS05590,198.33492,230.12739566666664
gene-DR_RS02170|DR_RS02170,30.326765,22.971447,19.252232,69.37471,71.909248,152.887039,DR_RS02170,24.183481333333333,98.05699899999998
gene-DR_RS07825|DR_RS07825,103.010277,103.983788,102.460007,162.167084,152.048599,233.839966,DR_RS07825,103.15135733333334,182.68521633333333
gene-DR_RS16240|DR_RS16240,2.852824,1.030261,1.851066,89.831604,77.607483,182.691132,DR_RS16240,1.9113836666666668,116.71007300000001
gene-DR_RS14770|DR_RS14770,757.11676,737.735229,713.897644,945.540466,928.90155,529.878418,DR_RS14770,736.2498776666666,801.4401446666667
gene-DR_RS11060|DR_RS11060,20.460443,14.890324,17.115961,70.024689,37.436188,82.216904,DR_RS11060,17.488909333333336,63.22592699999999
gene-DR_RS04605|DR_RS04605,206.902008,228.188126,257.963135,106.343719,173.883606,274.72702,DR_RS04605,231.01775633333332,184.98478166666663
gene-DR_RS08950|DR_RS08950,45.766228,102.527107,94.600174,30.535585,119.653671,142.147705,DR_RS08950,80.964503,97.44565366666666
gene-DR_RS16745|DR_RS16745,101.595734,67.402145,66.550278,124.415596,79.170242,120.085381,DR_RS16745,78.51605233333333,107.89040633333333
gene-DR_RS11770|truA,10.670819,9.743716,7.603107,52.122208,52.374931,148.502167,DR_RS11770,9.339214,84.333102
gene-DR_RS13950|DR_RS13950,156.103516,154.401703,181.003815,662.195251,927.167236,1913.07019,DR_RS13950,163.8363446666667,1167.477559
gene-DR_RS11305|DR_RS11305,19.482826,15.428611,15.497232,68.342201,61.708035,158.395782,DR_RS11305,16.80288966666667,96.14867266666666
gene-DR_RS14090|DR_RS14090,0.473446,0.15055,0.431047,3.330997,2.773644,5.797825,DR_RS14090,0.35168099999999997,3.9674886666666667
gene-DR_RS06345|DR_RS06345,44.184044,85.418053,89.604988,84.749573,113.163086,115.293015,DR_RS06345,73.06902833333334,104.40189133333335
gene-DR_RS14965|DR_RS14965,2074.949951,1546.934082,1640.286987,1164.953735,1098.013794,841.40863,DR_RS14965,1754.0570066666667,1034.792053
gene-DR_RS16335|DR_RS16335,24.831644,45.214336,46.157585,172.92894,170.21199,335.573608,DR_RS16335,38.734521666666666,226.2381793333333
gene-DR_RS10555|DR_RS10555,14.028275,14.269102,15.738228,26.407543,24.542246,56.753651,DR_RS10555,14.678535000000002,35.90114666666667
gene-DR_RS13160|DR_RS13160,37.91555,29.245981,31.482809,47.159641,48.593441,66.222473,DR_RS13160,32.88144666666667,53.99185166666666
gene-DR_RS06720|DR_RS06720,87.369057,91.275536,97.358429,70.319946,60.23214,97.10218,DR_RS06720,92.00100733333333,75.88475533333333
gene-DR_RS09300|DR_RS09300,3.74391,2.092804,2.487154,15.580736,15.053877,25.134417,DR_RS09300,2.774622666666667,18.589676666666666
gene-DR_RS00290|DR_RS00290,29.605991,26.505875,25.17071,52.329666,39.796883,57.289467,DR_RS00290,27.094192000000003,49.80533866666667
gene-DR_RS16095|DR_RS16095,23.939785,15.486992,16.528835,23.488037,18.841381,33.484371,DR_RS16095,18.651870666666667,25.271263
gene-DR_RS07745|rpsB,1255.631714,982.673706,1108.926514,826.58551,999.19519,1166.357666,DR_RS07745,1115.7439780000002,997.3794553333333
gene-DR_RS09315|DR_RS09315,70.080551,74.857254,57.513012,77.064766,76.089096,67.782196,DR_RS09315,67.48360566666666,73.64535266666667
gene-DR_RS14140|DR_RS14140,0.42388,0.366728,0.505534,2.638129,3.329894,11.574141,DR_RS14140,0.4320473333333334,5.847388
gene-DR_RS07165|crtE,17.673061,16.325916,18.323959,23.695337,23.278242,40.247009,DR_RS07165,17.440978666666666,29.07352933333333
gene-DR_RS05165|DR_RS05165,31.915815,35.440559,41.267445,46.131428,57.402859,75.921013,DR_RS05165,36.20793966666667,59.81843333333334
gene-DR_RS04835|DR_RS04835,93.549324,57.977165,51.821678,166.761215,69.49955,140.18161,DR_RS04835,67.78272233333333,125.48079166666666
gene-DR_RS10510|DR_RS10510,29.493427,39.163349,39.289284,146.395905,64.187698,92.483955,DR_RS10510,35.98202,101.02251933333332
gene-DR_RS00640|DR_RS00640,12.588138,18.677992,15.787045,68.530434,104.243073,207.211594,DR_RS00640,15.684391666666668,126.66170033333333
gene-DR_RS14565|DR_RS14565,62.567921,31.683571,36.399464,34.290173,24.353733,26.481594,DR_RS14565,43.55031866666667,28.37516666666667
gene-DR_RS07965|DR_RS07965,43.379925,53.313591,51.332542,27.601353,28.757988,65.016045,DR_RS07965,49.34201933333333,40.458462000000004
gene-DR_RS16320|DR_RS16320,23.27116,26.074566,22.108458,26.320297,37.829021,51.170246,DR_RS16320,23.818061333333333,38.43985466666666
gene-DR_RS07465|DR_RS07465,88.696083,64.316338,53.7715,81.472252,62.154972,69.171776,DR_RS07465,68.92797366666667,70.933
gene-DR_RS12915|DR_RS12915,220.550186,269.175629,267.999939,309.900543,276.845703,229.689682,DR_RS12915,252.57525133333334,272.1453093333334
gene-DR_RS07750|DR_RS07750,31.557104,21.468666,19.657755,44.66082,37.447525,79.953957,DR_RS07750,24.227841666666666,54.02076733333333
gene-DR_RS14210|hpaH,49.354027,27.26446,31.344263,37.655704,20.153179,23.320154,DR_RS14210,35.98758333333333,27.043012333333333
gene-DR_RS06825|DR_RS06825,294.356262,225.080688,241.536484,47.553265,102.669601,56.52248,DR_RS06825,253.65781133333334,68.91511533333333
gene-DR_RS03975|pilM,375.163361,286.779785,315.003662,287.772156,245.620132,217.038055,DR_RS03975,325.64893600000005,250.14344766666667
gene-DR_RS04095|DR_RS04095,11.101079,7.443169,6.319312,19.128748,14.620852,26.074991,DR_RS04095,8.287853333333333,19.941530333333333
gene-DR_RS07060|topA,71.343185,69.010292,68.950531,52.268597,54.010132,49.318085,DR_RS07060,69.76800266666667,51.86560466666666
gene-DR_RS10015|DR_RS10015,252.864487,210.103287,237.321976,363.666046,377.984009,296.04953,DR_RS10015,233.42991666666663,345.8998616666667
gene-DR_RS04380|DR_RS04380,33.900356,23.758327,22.440996,56.669388,48.870644,98.170883,DR_RS04380,26.699893000000003,67.90363833333333
gene-DR_RS14805|DR_RS14805,19.103624,24.55706,21.315258,41.326332,43.420845,92.481796,DR_RS14805,21.658647333333334,59.07632433333333
gene-DR_RS05715|DR_RS05715,81.760857,77.371185,72.529762,91.289818,67.229767,72.002541,DR_RS05715,77.22060133333333,76.84070866666667
gene-DR_RS11395|DR_RS11395,66.423325,65.649559,64.586136,81.33033,93.990791,131.131241,DR_RS11395,65.55300666666666,102.15078733333333
gene-DR_RS15060|DR_RS15060,33.437447,35.923084,35.078453,56.241035,40.493767,79.856842,DR_RS15060,34.81299466666667,58.86388133333333
gene-DR_RS01935|DR_RS01935,3.735944,3.553267,2.883496,17.015194,20.333735,60.855732,DR_RS01935,3.390902333333333,32.734887
gene-DR_RS07430|DR_RS07430,33.992054,27.273411,28.228449,60.781548,70.033745,100.787949,DR_RS07430,29.831304666666668,77.20108066666667
gene-DR_RS05045|pckA,253.068405,250.891006,264.516083,181.807709,201.358063,180.847504,DR_RS05045,256.158498,188.0044253333333
gene-DR_RS03235|DR_RS03235,129.819443,88.88884,98.104393,123.293869,121.632401,129.073242,DR_RS03235,105.60422533333333,124.66650399999999
gene-DR_RS06510|DR_RS06510,21.777433,16.825758,11.753907,467.093475,293.479218,544.864746,DR_RS06510,16.78569933333333,435.14581300000003
gene-DR_RS10795|DR_RS10795,662.756104,595.244812,668.647827,466.399994,382.244934,436.78302,DR_RS10795,642.2162476666666,428.47598266666665
gene-DR_RS14725|DR_RS14725,203.289413,121.257278,140.609253,199.75441,178.069748,107.231789,DR_RS14725,155.05198133333332,161.68531566666667
gene-DR_RS10945|DR_RS10945,120.455856,150.703171,154.714981,169.126923,209.348938,186.546707,DR_RS10945,141.95800266666666,188.340856
gene-DR_RS00015|ddrC,40.707966,50.419945,52.972157,530.688599,533.555542,1196.996704,DR_RS00015,48.033356,753.7469483333333
gene-DR_RS08180|DR_RS08180,80.133377,81.94735,76.973236,130.149185,64.952347,83.752182,DR_RS08180,79.68465433333334,92.95123799999999
gene-DR_RS08955|DR_RS08955,11.012241,12.282943,14.457646,29.666599,27.923475,43.549355,DR_RS08955,12.584276666666668,33.713143
gene-DR_RS04425|DR_RS04425,76.088348,78.336922,66.631714,128.30925,119.986526,213.359863,DR_RS04425,73.68566133333333,153.885213
gene-DR_RS10505|tuf,2206.551025,1863.987183,2117.436279,2270.406738,2445.118164,2317.953369,DR_RS10505,2062.658162333333,2344.492757
gene-DR_RS08040|DR_RS08040,214.344193,142.158081,142.6996,170.356903,122.167206,178.128555,DR_RS08040,166.40062466666666,156.88422133333333
gene-DR_RS14880|DR_RS14880,2360.264893,1465.171875,1619.132324,1434.614868,1434.371582,914.393005,DR_RS14880,1814.856364,1261.126485
gene-DR_RS11530|phoU,62.312252,75.602379,67.939423,96.724937,105.082123,180.96257,DR_RS11530,68.61801799999999,127.58987666666667
gene-DR_RS01635|rpsS,709.884949,543.728821,600.924011,540.966553,673.662415,649.883301,DR_RS01635,618.1792603333333,621.5040896666666
gene-DR_RS11890|DR_RS11890,6.319586,3.974507,5.702306,21.428345,19.663681,53.081009,DR_RS11890,5.332133,31.391011666666667
gene-DR_RS04615|DR_RS04615,570.018372,378.690155,429.284058,2040.12561,1369.882324,2362.652832,DR_RS04615,459.33086166666664,1924.2202553333336
gene-DR_RS06430|DR_RS06430,68.351044,95.589417,92.356468,239.791794,148.451889,238.344543,DR_RS06430,85.43230966666665,208.86274200000003
gene-DR_RS14420|trxC,23.092791,26.043383,21.87174,29.675562,28.82605,37.502701,DR_RS14420,23.669304666666665,32.00143766666667
gene-DR_RS12980|DR_RS12980,16.031895,11.043042,14.602484,72.969086,60.04636,131.967239,DR_RS12980,13.892473666666666,88.32756166666667
gene-DR_RS03640|DR_RS03640,1918.84082,1686.096924,1879.806396,1617.028931,1309.376099,843.525452,DR_RS03640,1828.2480466666666,1256.643494
gene-DR_RS10475|rplJ,2657.492432,2012.880615,2336.019531,2367.288818,2447.63623,2153.078125,DR_RS10475,2335.464192666667,2322.6677243333334
gene-DR_RS07505|DR_RS07505,27.505491,27.479622,27.816586,87.037346,52.67458,93.334007,DR_RS07505,27.600566333333333,77.68197766666667
gene-DR_RS00250|DR_RS00250,31.773918,17.717054,21.771469,83.1418,49.071896,83.341316,DR_RS00250,23.754147,71.85167066666666
gene-DR_RS02800|DR_RS02800,128.205078,111.354347,122.636482,113.425941,125.706726,111.411652,DR_RS02800,120.73196899999999,116.84810633333332
gene-DR_RS05525|DR_RS05525,640.241699,414.78894,426.270935,504.783234,326.852875,228.82074,DR_RS05525,493.76719133333336,353.4856163333334
gene-DR_RS07355|rapZ,31.28813,23.681629,26.582176,35.787807,37.080349,39.761406,DR_RS07355,27.183978333333332,37.54318733333333
gene-DR_RS12955|rqkA,16.232924,15.480167,12.423779,65.774933,44.007477,85.823906,DR_RS12955,14.712290000000001,65.20210533333334
gene-DR_RS02225|DR_RS02225,20.806068,19.296682,22.67264,88.190987,64.042229,137.870209,DR_RS02225,20.92513,96.70114166666667
gene-DR_RS17000|DR_RS17000,18.637259,15.039387,11.906254,16.852457,19.565037,32.560944,DR_RS17000,15.194299999999998,22.99281266666667
gene-DR_RS16215|DR_RS16215,67.472916,65.210762,65.98848,71.910294,75.21788,94.589005,DR_RS16215,66.22405266666665,80.57239299999999
gene-DR_RS09570|DR_RS09570,20.503532,14.2979,16.747164,61.428425,46.488392,82.795952,DR_RS09570,17.182865333333336,63.57092299999999
gene-DR_RS06100|DR_RS06100,85.337708,113.824059,117.839935,143.77652,173.582657,143.9319,DR_RS06100,105.66723400000001,153.76369233333335
gene-DR_RS05195|ribF,56.198933,39.737553,36.353294,67.308159,61.289642,61.421581,DR_RS05195,44.09659333333334,63.339794000000005
gene-DR_RS09510|DR_RS09510,188.801575,413.175934,417.066406,337.12735,533.666504,523.087463,DR_RS09510,339.681305,464.62710566666664
gene-DR_RS15235|DR_RS15235,15.225511,5.211736,5.019301,14.179726,10.682994,36.15461,DR_RS15235,8.485515999999999,20.33911
gene-DR_RS13010|DR_RS13010,1663.898071,831.844116,870.988281,1332.051758,701.07312,567.879028,DR_RS13010,1122.2434893333332,867.001302
gene-DR_RS08400|DR_RS08400,44.059418,48.141838,52.009876,148.077103,176.175491,352.358551,DR_RS08400,48.07037733333333,225.53704833333333
gene-DR_RS02065|DR_RS02065,20.80352,22.810228,21.951612,38.547989,41.197224,87.613449,DR_RS02065,21.85512,55.78622066666667
gene-DR_RS11465|DR_RS11465,28.576132,25.524509,29.247284,63.188473,72.374992,160.786118,DR_RS11465,27.782641666666667,98.78319433333333
gene-DR_RS15130|DR_RS15130,107.265488,78.490379,69.220787,93.60289,61.61198,91.96257,DR_RS15130,84.99221800000001,82.39248
gene-DR_RS02710|DR_RS02710,2.980743,2.530176,2.746629,7.677999,13.377604,32.840816,DR_RS02710,2.752516,17.965473
gene-DR_RS06865|DR_RS06865,62.981869,59.441288,62.78727,115.811195,118.507156,195.532181,DR_RS06865,61.736809,143.28351066666667
gene-DR_RS00330|DR_RS00330,6.4103,5.123534,4.738393,35.921265,33.033375,92.786018,DR_RS00330,5.424075666666667,53.91355266666667
gene-DR_RS06780|DR_RS06780,196.403595,150.771027,165.917572,161.730728,113.6782,97.255913,DR_RS06780,171.03073133333336,124.22161366666667
gene-DR_RS03775|DR_RS03775,77.689453,59.623947,54.197224,107.336807,49.627045,64.029488,DR_RS03775,63.83687466666667,73.66444666666666
gene-DR_RS01615|rplC,1809.450195,778.354126,838.461426,1310.158936,1127.586182,1134.60022,DR_RS01615,1142.088582333333,1190.7817793333334
gene-DR_RS08750|aat,20.339804,27.230259,27.712301,34.570683,25.45734,38.477688,DR_RS08750,25.094121333333334,32.835237
gene-DR_RS09860|DR_RS09860,5.266818,3.396321,2.783552,55.191017,57.055248,139.284897,DR_RS09860,3.8155636666666664,83.84372066666667
gene-DR_RS01200|DR_RS01200,18.622223,17.809734,18.361492,42.791454,53.222019,84.346237,DR_RS01200,18.264483,60.11990333333333
gene-DR_RS05535|DR_RS05535,5.291704,9.842977,8.892022,20.272474,14.67032,45.784332,DR_RS05535,8.008901,26.909042
gene-DR_RS16010|DR_RS16010,177.41954,273.337921,273.953857,2155.208984,1877.980347,1090.755127,DR_RS16010,241.57043933333338,1707.981486
gene-DR_RS13300|alkA,18.632473,13.16518,15.52986,69.597908,64.760971,127.898338,DR_RS13300,15.775837666666666,87.41907233333332
gene-DR_RS14690|DR_RS14690,27.917177,35.560692,36.205643,40.730427,51.989765,47.187294,DR_RS14690,33.22783733333333,46.63582866666667
gene-DR_RS15070|DR_RS15070,10.334953,12.480556,8.165078,32.213089,25.742281,70.224915,DR_RS15070,10.326862333333333,42.72676166666667
gene-DR_RS15140|DR_RS15140,7.101164,5.086878,4.975784,20.085764,16.166075,58.315651,DR_RS15140,5.721275333333334,31.52249666666667
gene-DR_RS01655|rpmC,552.307068,602.237549,605.041992,531.27063,718.010864,626.623962,DR_RS01655,586.5288696666667,625.3018186666667
gene-DR_RS14560|DR_RS14560,49.409054,29.963104,36.123554,31.416172,20.775841,23.032724,DR_RS14560,38.498570666666666,25.074912333333334
gene-DR_RS00365|DR_RS00365,12.660789,11.144148,10.646487,43.724361,42.25798,74.226555,DR_RS00365,11.483808000000002,53.402965333333334
gene-DR_RS01470|DR_RS01470,17.397118,5.781744,7.17092,24.278021,24.331423,57.80727,DR_RS01470,10.116594,35.472238
gene-DR_RS12355|DR_RS12355,35.316921,36.791824,42.316914,50.775654,78.692673,97.504608,DR_RS12355,38.14188633333333,75.657645
gene-DR_RS02860|hemL,84.145416,74.142479,82.984169,157.570984,123.722794,158.32135,DR_RS02860,80.42402133333333,146.538376
gene-DR_RS11740|mutY,3.869175,2.020755,1.444737,9.909386,11.089148,30.009396,DR_RS11740,2.444889,17.002643333333335
gene-DR_RS09370|DR_RS09370,83.256638,60.413853,57.500435,153.378662,106.867119,165.931061,DR_RS09370,67.05697533333334,142.05894733333332
gene-DR_RS11455|DR_RS11455,41.430038,35.617558,37.38039,88.16626,63.559986,82.270004,DR_RS11455,38.142662,77.99875
gene-DR_RS03260|murC,90.132683,78.777901,79.718597,141.312759,127.682503,258.89859,DR_RS03260,82.87639366666667,175.96461733333334
gene-DR_RS09240|DR_RS09240,50.303822,54.117832,68.162476,70.792191,112.277855,161.238358,DR_RS09240,57.52804333333333,114.769468
gene-DR_RS00885|qqlR,6.572543,4.779172,6.754879,42.382965,41.678684,100.854355,DR_RS00885,6.035531333333332,61.638667999999996
gene-DR_RS13885|DR_RS13885,110.698189,40.937172,45.694324,66.802551,40.328308,54.081558,DR_RS13885,65.77656166666667,53.73747233333333
gene-DR_RS04385|DR_RS04385,21.490894,13.414927,9.665921,52.889973,42.703102,100.29409,DR_RS04385,14.857247333333333,65.29572166666667
gene-DR_RS03085|DR_RS03085,4.933579,7.494355,7.349624,65.213158,73.122231,155.214172,DR_RS03085,6.592519333333333,97.84985366666668
gene-DR_RS02760|DR_RS02760,72.395264,57.961246,61.291859,34.605659,29.837027,64.873306,DR_RS02760,63.88278966666667,43.10533066666667
gene-DR_RS05130|DR_RS05130,284.921906,182.009644,180.369461,301.983459,158.421387,140.999741,DR_RS05130,215.76700366666668,200.46819566666667
gene-DR_RS06115|DR_RS06115,116.914825,121.628838,126.93615,140.019791,111.56427,99.854309,DR_RS06115,121.82660433333332,117.14612333333332
gene-DR_RS13465|panB,122.107597,90.313202,101.987839,189.609818,172.667465,216.693008,DR_RS13465,104.80287933333334,192.990097
gene-DR_RS07410|hisG,102.616425,65.570282,62.844219,128.985474,108.426544,153.11293,DR_RS07410,77.01030866666667,130.17498266666666
gene-DR_RS16195|DR_RS16195,260.366425,248.953827,248.31842,177.789154,183.809158,168.053833,DR_RS16195,252.54622400000002,176.550715
gene-DR_RS08125|fba,703.616943,1132.717285,1191.010132,597.66095,964.238281,650.565796,DR_RS08125,1009.1147866666666,737.4883423333332
gene-DR_RS06080|DR_RS06080,3.838022,13.200109,7.915219,7.257192,20.436094,33.065701,DR_RS06080,8.317783333333333,20.252995666666667
gene-DR_RS10895|rpmJ,1412.139282,743.480042,844.486755,1426.778809,1052.992432,1166.09021,DR_RS10895,1000.0353596666667,1215.2871503333333
gene-DR_RS08475|DR_RS08475,172.590042,176.742661,185.590652,155.136688,184.031845,168.782883,DR_RS08475,178.307785,169.31713866666666
gene-DR_RS01240|DR_RS01240,9.034126,11.14592,10.388925,31.177082,31.668194,69.697411,DR_RS01240,10.189657,44.180895666666665
gene-DR_RS07425|DR_RS07425,48.093269,43.875248,46.827755,82.927917,77.014679,82.062408,DR_RS07425,46.265423999999996,80.66833466666667
gene-DR_RS09695|DR_RS09695,21.410202,26.599606,25.422781,31.602911,41.368641,47.675426,DR_RS09695,24.47752966666667,40.215659333333335
gene-DR_RS05595|DR_RS05595,19.470625,16.043201,15.370705,37.088963,28.241865,43.24728,DR_RS05595,16.961510333333333,36.19270266666667
gene-DR_RS01140|purQ,260.546753,201.730774,212.893524,242.36319,209.273605,184.658936,DR_RS01140,225.057017,212.098577
gene-DR_RS08610|DR_RS08610,5.011802,4.076862,2.795539,12.920703,9.348909,24.182377,DR_RS08610,3.9614010000000004,15.483996333333332
gene-DR_RS11190|DR_RS11190,8.920287,14.869726,15.167481,33.368191,31.057711,30.766537,DR_RS11190,12.985831333333335,31.730813
gene-DR_RS10760|DR_RS10760,13.772348,7.448113,7.974863,46.978012,47.691063,126.694885,DR_RS10760,9.731774666666666,73.78798666666667
gene-DR_RS12225|DR_RS12225,111.420921,88.907425,93.493759,263.284729,245.289459,455.735321,DR_RS12225,97.94070166666667,321.436503
gene-DR_RS12405|dnaX,60.038807,72.610382,72.195854,126.061707,100.640442,163.017212,DR_RS12405,68.281681,129.90645366666666
gene-DR_RS16670|DR_RS16670,114.602722,50.383682,49.11071,139.298889,58.705631,85.972862,DR_RS16670,71.36570466666666,94.65912733333334
gene-DR_RS06995|DR_RS06995,20.307823,13.054067,11.741638,21.356491,19.619898,45.413105,DR_RS06995,15.034509333333334,28.796498
gene-DR_RS13355|DR_RS13355,53.35569,43.493996,46.356255,87.458969,84.223549,138.09697,DR_RS13355,47.73531366666666,103.25982933333334
gene-DR_RS02005|DR_RS02005,6.500668,7.742378,7.679686,19.487261,23.533604,70.637001,DR_RS02005,7.307577333333334,37.885955333333335
gene-DR_RS15970|DR_RS15970,0.0,0.0,0.0,3.523816,2.694408,12.014939,DR_RS15970,0.0,6.077721
gene-DR_RS04265|DR_RS04265,210.482101,216.733231,223.805756,217.410568,149.946564,143.184692,DR_RS04265,217.00702933333332,170.180608
gene-DR_RS14785|DR_RS14785,153.750305,89.133453,91.104103,177.91539,109.237633,100.122849,DR_RS14785,111.32928700000001,129.09195733333334
gene-DR_RS14760|DR_RS14760,1297.93689,696.806335,755.33667,1650.417358,1050.664795,866.425903,DR_RS14760,916.6932983333332,1189.169352
gene-DR_RS06490|DR_RS06490,59.277908,109.958145,96.882729,596.195435,846.55249,1899.850342,DR_RS06490,88.70626066666667,1114.1994223333334
gene-DR_RS10050|DR_RS10050,462.636932,611.469299,544.756165,472.170654,434.51474,355.692108,DR_RS10050,539.6207986666667,420.7925006666667
gene-DR_RS03285|DR_RS03285,5.236724,3.703792,4.308128,24.427378,21.156984,58.33371,DR_RS03285,4.416214666666666,34.63935733333333
gene-DR_RS14715|hpaD,141.756058,88.517838,102.229591,177.183609,159.621429,104.923065,DR_RS14715,110.83449566666665,147.24270099999998
gene-DR_RS04860|DR_RS04860,317.158661,250.836868,249.458527,224.803818,196.462631,152.640594,DR_RS04860,272.48468533333335,191.30234766666663
gene-DR_RS15300|kynA,26.004311,13.869915,17.276995,18.315573,14.774334,25.571379,DR_RS15300,19.050407,19.553762
gene-DR_RS17040|DR_RS17040,8009.694336,5407.814453,5955.939941,6693.270508,4623.084473,3113.686523,DR_RS17040,6457.816243333334,4810.013834666667
